id,version,location,area,method,species,pokemon,level,chance,conditions,note
29701,crystal,slowpoke-well,1f,super-rod,goldeen,goldeen,40,70,,
29706,crystal,slowpoke-well,1f,super-rod,magikarp,magikarp,40,20,,
29711,crystal,slowpoke-well,1f,super-rod,seaking,seaking,40,10,,
29716,crystal,slowpoke-well,1f,surf,slowpoke,slowpoke,10-24,100,,
29721,crystal,slowpoke-well,b1f,walk,zubat,zubat,19-23,80,,
29726,crystal,slowpoke-well,b1f,walk,slowpoke,slowpoke,21-23,15,,
29731,crystal,slowpoke-well,b1f,walk,golbat,golbat,23,5,,
29736,crystal,slowpoke-well,b1f,old-rod,magikarp,magikarp,10,85,,
29741,crystal,slowpoke-well,b1f,old-rod,goldeen,goldeen,10,15,,
29746,crystal,slowpoke-well,b1f,good-rod,goldeen,goldeen,20,65,,
29751,crystal,slowpoke-well,b1f,good-rod,magikarp,magikarp,20,35,,
29756,crystal,slowpoke-well,b1f,super-rod,goldeen,goldeen,40,70,,
29761,crystal,slowpoke-well,b1f,super-rod,magikarp,magikarp,40,20,,
29766,crystal,slowpoke-well,b1f,super-rod,seaking,seaking,40,10,,
29771,crystal,slowpoke-well,b1f,surf,slowpoke,slowpoke,15-24,90,,
29776,crystal,slowpoke-well,b1f,surf,slowbro,slowbro,20-24,10,,
29781,crystal,sprout-tower,2f,walk,rattata,rattata,3-6,100,time/time-day,
29786,crystal,sprout-tower,2f,walk,rattata,rattata,3-6,100,time/time-morning,
29791,crystal,sprout-tower,2f,walk,gastly,gastly,3-6,85,time/time-night,
29796,crystal,sprout-tower,2f,walk,rattata,rattata,3-5,15,time/time-night,
29801,crystal,sprout-tower,3f,walk,rattata,rattata,3-6,100,time/time-morning,
29806,crystal,sprout-tower,3f,walk,rattata,rattata,3-6,100,time/time-day,
29811,crystal,sprout-tower,3f,walk,gastly,gastly,3-6,85,time/time-night,
29816,crystal,sprout-tower,3f,walk,rattata,rattata,3-5,15,time/time-night,
29821,crystal,tin-tower,2f,walk,rattata,rattata,20-24,100,time/time-day,
29826,crystal,tin-tower,2f,walk,rattata,rattata,20-24,100,time/time-morning,
29831,crystal,tin-tower,2f,walk,gastly,gastly,20-22,80,time/time-night,
29836,crystal,tin-tower,2f,walk,rattata,rattata,22-24,20,time/time-night,
29841,crystal,tin-tower,3f,walk,rattata,rattata,20-24,100,time/time-morning,
29846,crystal,tin-tower,3f,walk,rattata,rattata,20-24,100,time/time-day,
29851,crystal,tin-tower,3f,walk,gastly,gastly,20-22,80,time/time-night,
29856,crystal,tin-tower,3f,walk,rattata,rattata,22-24,20,time/time-night,
29861,crystal,tin-tower,4f,walk,rattata,rattata,20-24,100,time/time-morning,
29866,crystal,tin-tower,4f,walk,rattata,rattata,20-24,100,time/time-day,
29871,crystal,tin-tower,4f,walk,gastly,gastly,20-22,80,time/time-night,
29876,crystal,tin-tower,4f,walk,rattata,rattata,22-24,20,time/time-night,
29881,crystal,tin-tower,5f,walk,rattata,rattata,20-24,100,time/time-day,
29886,crystal,tin-tower,5f,walk,rattata,rattata,20-24,100,time/time-morning,
29891,crystal,tin-tower,5f,walk,gastly,gastly,20-22,80,time/time-night,
29896,crystal,tin-tower,5f,walk,rattata,rattata,22-24,20,time/time-night,
29901,crystal,tin-tower,6f,walk,rattata,rattata,20-24,100,time/time-morning,
29906,crystal,tin-tower,6f,walk,rattata,rattata,20-24,100,time/time-day,
29911,crystal,tin-tower,6f,walk,gastly,gastly,20-22,80,time/time-night,
29916,crystal,tin-tower,6f,walk,rattata,rattata,22-24,20,time/time-night,
29921,crystal,tin-tower,7f,walk,rattata,rattata,20-24,100,time/time-day,
29926,crystal,tin-tower,7f,walk,rattata,rattata,20-24,100,time/time-morning,
29931,crystal,tin-tower,7f,walk,gastly,gastly,20-22,80,time/time-night,
29936,crystal,tin-tower,7f,walk,rattata,rattata,22-24,20,time/time-night,
29941,crystal,tin-tower,8f,walk,rattata,rattata,20-24,100,time/time-day,
29946,crystal,tin-tower,8f,walk,rattata,rattata,20-24,100,time/time-morning,
29951,crystal,tin-tower,8f,walk,gastly,gastly,20-22,80,time/time-night,
29956,crystal,tin-tower,8f,walk,rattata,rattata,22-24,20,time/time-night,
29961,crystal,tin-tower,9f,walk,rattata,rattata,20-24,100,time/time-day,
29966,crystal,tin-tower,9f,walk,rattata,rattata,20-24,100,time/time-morning,
29971,crystal,tin-tower,9f,walk,gastly,gastly,20-22,80,time/time-night,
29976,crystal,tin-tower,9f,walk,rattata,rattata,22-24,20,time/time-night,
29981,crystal,tohjo-falls,whole-area,walk,raticate,raticate,22,30,,
29986,crystal,tohjo-falls,whole-area,walk,zubat,zubat,22,30,,
29991,crystal,tohjo-falls,whole-area,walk,golbat,golbat,24,20,,
29996,crystal,tohjo-falls,whole-area,walk,slowpoke,slowpoke,21-23,15,,
30001,crystal,tohjo-falls,whole-area,walk,rattata,rattata,20,5,,
30006,crystal,tohjo-falls,whole-area,old-rod,magikarp,magikarp,10,85,,
30011,crystal,tohjo-falls,whole-area,old-rod,goldeen,goldeen,10,15,,
30016,crystal,tohjo-falls,whole-area,good-rod,goldeen,goldeen,20,65,,
30021,crystal,tohjo-falls,whole-area,good-rod,magikarp,magikarp,20,35,,
30026,crystal,tohjo-falls,whole-area,super-rod,goldeen,goldeen,40,70,,
30031,crystal,tohjo-falls,whole-area,super-rod,magikarp,magikarp,40,20,,
30036,crystal,tohjo-falls,whole-area,super-rod,seaking,seaking,40,10,,
30041,crystal,tohjo-falls,whole-area,surf,goldeen,goldeen,20-24,60,,
30046,crystal,tohjo-falls,whole-area,surf,slowpoke,slowpoke,20-24,30,,
30051,crystal,tohjo-falls,whole-area,surf,seaking,seaking,20-24,10,,
30056,crystal,union-cave,1f,walk,rattata,rattata,4-6,40,time/time-night,
30061,crystal,union-cave,1f,walk,sandshrew,sandshrew,6,30,time/time-day,
30066,crystal,union-cave,1f,walk,sandshrew,sandshrew,6,30,time/time-morning,
30071,crystal,union-cave,1f,walk,geodude,geodude,6,30,time/time-night,
30076,crystal,union-cave,1f,walk,geodude,geodude,6,30,time/time-morning,
30081,crystal,union-cave,1f,walk,geodude,geodude,6,30,time/time-day,
30086,crystal,union-cave,1f,walk,zubat,zubat,5-7,25,time/time-morning,
30091,crystal,union-cave,1f,walk,zubat,zubat,5-7,25,time/time-day,
30096,crystal,union-cave,1f,walk,wooper,wooper,5,20,time/time-night,
30101,crystal,union-cave,1f,walk,rattata,rattata,4,10,time/time-morning,
30106,crystal,union-cave,1f,walk,rattata,rattata,4,10,time/time-day,
30111,crystal,union-cave,1f,walk,zubat,zubat,7,5,time/time-night,
30116,crystal,union-cave,1f,walk,onix,onix,6,5,time/time-morning,
30121,crystal,union-cave,1f,walk,onix,onix,6,5,time/time-night,
30126,crystal,union-cave,1f,walk,onix,onix,6,5,time/time-day,
30131,crystal,union-cave,1f,old-rod,magikarp,magikarp,10,85,,
30136,crystal,union-cave,1f,old-rod,goldeen,goldeen,10,15,,
30141,crystal,union-cave,1f,good-rod,goldeen,goldeen,20,65,,
30146,crystal,union-cave,1f,good-rod,magikarp,magikarp,20,35,,
30151,crystal,union-cave,1f,super-rod,goldeen,goldeen,40,70,,
30156,crystal,union-cave,1f,super-rod,magikarp,magikarp,40,20,,
30161,crystal,union-cave,1f,super-rod,seaking,seaking,40,10,,
30166,crystal,union-cave,1f,surf,wooper,wooper,15-19,60,,
30171,crystal,union-cave,1f,surf,quagsire,quagsire,15-24,40,,
30176,crystal,union-cave,b1f,walk,zubat,zubat,6-8,50,time/time-day,
30181,crystal,union-cave,b1f,walk,zubat,zubat,6-8,50,time/time-morning,
30186,crystal,union-cave,b1f,walk,zubat,zubat,6,30,time/time-night,
30191,crystal,union-cave,b1f,walk,geodude,geodude,8,30,time/time-morning,
30196,crystal,union-cave,b1f,walk,geodude,geodude,8,30,time/time-day,
30201,crystal,union-cave,b1f,walk,geodude,geodude,8,30,time/time-night,
30206,crystal,union-cave,b1f,walk,wooper,wooper,8,20,time/time-night,
30211,crystal,union-cave,b1f,walk,rattata,rattata,6-8,10,time/time-day,
30216,crystal,union-cave,b1f,walk,rattata,rattata,6-8,10,time/time-night,
30221,crystal,union-cave,b1f,walk,rattata,rattata,6-8,10,time/time-morning,
30226,crystal,union-cave,b1f,walk,onix,onix,8,10,time/time-night,
30231,crystal,union-cave,b1f,walk,onix,onix,8,10,time/time-day,
30236,crystal,union-cave,b1f,walk,onix,onix,8,10,time/time-morning,
30241,crystal,union-cave,b1f,old-rod,magikarp,magikarp,10,85,,
30246,crystal,union-cave,b1f,old-rod,goldeen,goldeen,10,15,,
30251,crystal,union-cave,b1f,good-rod,goldeen,goldeen,20,65,,
30256,crystal,union-cave,b1f,good-rod,magikarp,magikarp,20,35,,
30261,crystal,union-cave,b1f,super-rod,goldeen,goldeen,40,70,,
30266,crystal,union-cave,b1f,super-rod,magikarp,magikarp,40,20,,
30271,crystal,union-cave,b1f,super-rod,seaking,seaking,40,10,,
30276,crystal,union-cave,b1f,surf,wooper,wooper,15-19,60,,
30281,crystal,union-cave,b1f,surf,quagsire,quagsire,15-24,40,,
30286,crystal,union-cave,b2f,walk,zubat,zubat,22,50,time/time-morning,
30291,crystal,union-cave,b2f,walk,zubat,zubat,22,50,time/time-day,
30296,crystal,union-cave,b2f,walk,zubat,zubat,22,30,time/time-night,
30301,crystal,union-cave,b2f,walk,golbat,golbat,22,30,time/time-morning,
30306,crystal,union-cave,b2f,walk,golbat,golbat,22,30,time/time-night,
30311,crystal,union-cave,b2f,walk,golbat,golbat,22,30,time/time-day,
30316,crystal,union-cave,b2f,walk,quagsire,quagsire,22,20,time/time-night,
30321,crystal,union-cave,b2f,walk,raticate,raticate,21,10,time/time-night,
30326,crystal,union-cave,b2f,walk,raticate,raticate,21,10,time/time-morning,
30331,crystal,union-cave,b2f,walk,raticate,raticate,21,10,time/time-day,
30336,crystal,union-cave,b2f,walk,geodude,geodude,20,5,time/time-day,
30341,crystal,union-cave,b2f,walk,geodude,geodude,20,5,time/time-morning,
30346,crystal,union-cave,b2f,walk,geodude,geodude,20,5,time/time-night,
30351,crystal,union-cave,b2f,walk,onix,onix,23,5,time/time-night,
30356,crystal,union-cave,b2f,walk,onix,onix,23,5,time/time-morning,
30361,crystal,union-cave,b2f,walk,onix,onix,23,5,time/time-day,
30366,crystal,union-cave,b2f,old-rod,magikarp,magikarp,10,85,,
30371,crystal,union-cave,b2f,old-rod,krabby,krabby,10,15,,
30376,crystal,union-cave,b2f,good-rod,krabby,krabby,20,55,time/time-night,
30381,crystal,union-cave,b2f,good-rod,krabby,krabby,20,55,time/time-morning,
30386,crystal,union-cave,b2f,good-rod,krabby,krabby,20,55,time/time-day,
30391,crystal,union-cave,b2f,good-rod,magikarp,magikarp,20,35,time/time-day,
30396,crystal,union-cave,b2f,good-rod,magikarp,magikarp,20,35,time/time-night,
30401,crystal,union-cave,b2f,good-rod,magikarp,magikarp,20,35,time/time-morning,
30406,crystal,union-cave,b2f,good-rod,staryu,staryu,20,10,time/time-night,
30411,crystal,union-cave,b2f,good-rod,corsola,corsola,20,10,time/time-morning,
30416,crystal,union-cave,b2f,good-rod,corsola,corsola,20,10,time/time-day,
30421,crystal,union-cave,b2f,super-rod,krabby,krabby,40,60,time/time-day,
30426,crystal,union-cave,b2f,super-rod,krabby,krabby,40,60,time/time-night,
30431,crystal,union-cave,b2f,super-rod,krabby,krabby,40,60,time/time-morning,
30436,crystal,union-cave,b2f,super-rod,staryu,staryu,40,30,time/time-night,
30441,crystal,union-cave,b2f,super-rod,corsola,corsola,40,30,time/time-day,
30446,crystal,union-cave,b2f,super-rod,corsola,corsola,40,30,time/time-morning,
30451,crystal,union-cave,b2f,super-rod,kingler,kingler,40,10,time/time-day,
30456,crystal,union-cave,b2f,super-rod,kingler,kingler,40,10,time/time-morning,
30461,crystal,union-cave,b2f,super-rod,kingler,kingler,40,10,time/time-night,
30466,crystal,union-cave,b2f,surf,tentacool,tentacool,15-19,60,,
30471,crystal,union-cave,b2f,surf,quagsire,quagsire,20-24,30,,
30476,crystal,union-cave,b2f,surf,tentacruel,tentacruel,20-24,10,,
30481,crystal,vermilion-city,ss-anne-dock,old-rod,magikarp,magikarp,10,85,,
30486,crystal,vermilion-city,ss-anne-dock,old-rod,tentacool,tentacool,10,15,,
30491,crystal,vermilion-city,ss-anne-dock,good-rod,tentacool,tentacool,20,35,,
30496,crystal,vermilion-city,ss-anne-dock,good-rod,magikarp,magikarp,20,35,,
30501,crystal,vermilion-city,ss-anne-dock,good-rod,chinchou,chinchou,20,20,,
30506,crystal,vermilion-city,ss-anne-dock,good-rod,shellder,shellder,20,10,,
30511,crystal,vermilion-city,ss-anne-dock,super-rod,chinchou,chinchou,40,40,,
30516,crystal,vermilion-city,ss-anne-dock,super-rod,shellder,shellder,40,30,,
30521,crystal,vermilion-city,ss-anne-dock,super-rod,tentacruel,tentacruel,40,20,,
30526,crystal,vermilion-city,ss-anne-dock,super-rod,lanturn,lanturn,40,10,,
30531,crystal,vermilion-city,ss-anne-dock,surf,tentacool,tentacool,30-39,90,,
30536,crystal,vermilion-city,ss-anne-dock,surf,tentacruel,tentacruel,35-39,10,,
30541,crystal,vermilion-city,whole-area,old-rod,magikarp,magikarp,10,85,,
30546,crystal,vermilion-city,whole-area,old-rod,tentacool,tentacool,10,15,,
30551,crystal,vermilion-city,whole-area,good-rod,tentacool,tentacool,20,35,,
30556,crystal,vermilion-city,whole-area,good-rod,magikarp,magikarp,20,35,,
30561,crystal,vermilion-city,whole-area,good-rod,chinchou,chinchou,20,20,,
30566,crystal,vermilion-city,whole-area,good-rod,shellder,shellder,20,10,,
30571,crystal,vermilion-city,whole-area,super-rod,chinchou,chinchou,40,40,,
30576,crystal,vermilion-city,whole-area,super-rod,shellder,shellder,40,30,,
30581,crystal,vermilion-city,whole-area,super-rod,tentacruel,tentacruel,40,20,,
30586,crystal,vermilion-city,whole-area,super-rod,lanturn,lanturn,40,10,,
30591,crystal,vermilion-city,whole-area,surf,tentacool,tentacool,30-39,90,,
30596,crystal,vermilion-city,whole-area,surf,tentacruel,tentacruel,35-39,10,,
30601,crystal,violet-city,whole-area,old-rod,magikarp,magikarp,10,85,,
30606,crystal,violet-city,whole-area,old-rod,poliwag,poliwag,10,15,,
30611,crystal,violet-city,whole-area,good-rod,poliwag,poliwag,20,65,,
30616,crystal,violet-city,whole-area,good-rod,magikarp,magikarp,20,35,,
30621,crystal,violet-city,whole-area,super-rod,poliwag,poliwag,40,80,,
30626,crystal,violet-city,whole-area,super-rod,magikarp,magikarp,40,20,,
30631,crystal,violet-city,whole-area,surf,poliwag,poliwag,15-24,90,,
30636,crystal,violet-city,whole-area,surf,poliwhirl,poliwhirl,20-24,10,,
30641,crystal,violet-city,whole-area,gift-egg,togepi,togepi,5,,,
30646,crystal,viridian-city,whole-area,surf,poliwag,poliwag,5-14,90,,
30651,crystal,viridian-city,whole-area,surf,poliwhirl,poliwhirl,10-14,10,,
30656,crystal,whirl-islands,1f-ne,walk,krabby,krabby,22,50,time/time-night,
30661,crystal,whirl-islands,1f-ne,walk,krabby,krabby,22-24,40,time/time-morning,
30666,crystal,whirl-islands,1f-ne,walk,krabby,krabby,22-24,40,time/time-day,
30671,crystal,whirl-islands,1f-ne,walk,zubat,zubat,23,30,time/time-night,
30676,crystal,whirl-islands,1f-ne,walk,zubat,zubat,23,30,time/time-day,
30681,crystal,whirl-islands,1f-ne,walk,zubat,zubat,23,30,time/time-morning,
30686,crystal,whirl-islands,1f-ne,walk,seel,seel,22-24,25,time/time-morning,
30691,crystal,whirl-islands,1f-ne,walk,seel,seel,22-24,25,time/time-day,
30696,crystal,whirl-islands,1f-ne,walk,seel,seel,24,15,time/time-night,
30701,crystal,whirl-islands,1f-ne,walk,golbat,golbat,25,5,time/time-day,
30706,crystal,whirl-islands,1f-ne,walk,golbat,golbat,25,5,time/time-morning,
30711,crystal,whirl-islands,1f-ne,walk,golbat,golbat,23,5,time/time-night,
30716,crystal,whirl-islands,1f-ne,old-rod,magikarp,magikarp,10,85,,
30721,crystal,whirl-islands,1f-ne,old-rod,krabby,krabby,10,15,,
30726,crystal,whirl-islands,1f-ne,good-rod,krabby,krabby,20,55,,
30731,crystal,whirl-islands,1f-ne,good-rod,magikarp,magikarp,20,35,,
30736,crystal,whirl-islands,1f-ne,good-rod,horsea,horsea,20,10,,
30741,crystal,whirl-islands,1f-ne,super-rod,krabby,krabby,40,40,,
30746,crystal,whirl-islands,1f-ne,super-rod,horsea,horsea,40,30,,
30751,crystal,whirl-islands,1f-ne,super-rod,kingler,kingler,40,20,,
30756,crystal,whirl-islands,1f-ne,super-rod,seadra,seadra,40,10,,
30761,crystal,whirl-islands,1f-ne,surf,tentacool,tentacool,20-24,60,,
30766,crystal,whirl-islands,1f-ne,surf,horsea,horsea,15-19,30,,
30771,crystal,whirl-islands,1f-ne,surf,tentacruel,tentacruel,20-24,10,,
30776,crystal,whirl-islands,1f-nw,walk,krabby,krabby,22,50,time/time-night,
30781,crystal,whirl-islands,1f-nw,walk,krabby,krabby,22-24,40,time/time-day,
30786,crystal,whirl-islands,1f-nw,walk,krabby,krabby,22-24,40,time/time-morning,
30791,crystal,whirl-islands,1f-nw,walk,zubat,zubat,23,30,time/time-night,
30796,crystal,whirl-islands,1f-nw,walk,zubat,zubat,23,30,time/time-day,
30801,crystal,whirl-islands,1f-nw,walk,zubat,zubat,23,30,time/time-morning,
30806,crystal,whirl-islands,1f-nw,walk,seel,seel,22-24,25,time/time-morning,
30811,crystal,whirl-islands,1f-nw,walk,seel,seel,22-24,25,time/time-day,
30816,crystal,whirl-islands,1f-nw,walk,seel,seel,24,15,time/time-night,
30821,crystal,whirl-islands,1f-nw,walk,golbat,golbat,25,5,time/time-day,
30826,crystal,whirl-islands,1f-nw,walk,golbat,golbat,23,5,time/time-night,
30831,crystal,whirl-islands,1f-nw,walk,golbat,golbat,25,5,time/time-morning,
30836,crystal,whirl-islands,1f-nw,old-rod,magikarp,magikarp,10,85,,
30841,crystal,whirl-islands,1f-nw,old-rod,krabby,krabby,10,15,,
30846,crystal,whirl-islands,1f-nw,good-rod,krabby,krabby,20,55,,
30851,crystal,whirl-islands,1f-nw,good-rod,magikarp,magikarp,20,35,,
30856,crystal,whirl-islands,1f-nw,good-rod,horsea,horsea,20,10,,
30861,crystal,whirl-islands,1f-nw,super-rod,krabby,krabby,40,40,,
30866,crystal,whirl-islands,1f-nw,super-rod,horsea,horsea,40,30,,
30871,crystal,whirl-islands,1f-nw,super-rod,kingler,kingler,40,20,,
30876,crystal,whirl-islands,1f-nw,super-rod,seadra,seadra,40,10,,
30881,crystal,whirl-islands,1f-nw,surf,tentacool,tentacool,20-24,60,,
30886,crystal,whirl-islands,1f-nw,surf,horsea,horsea,15-19,30,,
30891,crystal,whirl-islands,1f-nw,surf,tentacruel,tentacruel,20-24,10,,
30896,crystal,whirl-islands,1f-se,walk,krabby,krabby,22,50,time/time-night,
30901,crystal,whirl-islands,1f-se,walk,krabby,krabby,22-24,40,time/time-morning,
30906,crystal,whirl-islands,1f-se,walk,krabby,krabby,22-24,40,time/time-day,
30911,crystal,whirl-islands,1f-se,walk,zubat,zubat,23,30,time/time-night,
30916,crystal,whirl-islands,1f-se,walk,zubat,zubat,23,30,time/time-day,
30921,crystal,whirl-islands,1f-se,walk,zubat,zubat,23,30,time/time-morning,
30926,crystal,whirl-islands,1f-se,walk,seel,seel,22-24,25,time/time-day,
30931,crystal,whirl-islands,1f-se,walk,seel,seel,22-24,25,time/time-morning,
30936,crystal,whirl-islands,1f-se,walk,seel,seel,24,15,time/time-night,
30941,crystal,whirl-islands,1f-se,walk,golbat,golbat,25,5,time/time-day,
30946,crystal,whirl-islands,1f-se,walk,golbat,golbat,25,5,time/time-morning,
30951,crystal,whirl-islands,1f-se,walk,golbat,golbat,23,5,time/time-night,
30956,crystal,whirl-islands,1f-se,old-rod,magikarp,magikarp,10,85,,
30961,crystal,whirl-islands,1f-se,old-rod,krabby,krabby,10,15,,
30966,crystal,whirl-islands,1f-se,good-rod,krabby,krabby,20,55,,
30971,crystal,whirl-islands,1f-se,good-rod,magikarp,magikarp,20,35,,
30976,crystal,whirl-islands,1f-se,good-rod,horsea,horsea,20,10,,
30981,crystal,whirl-islands,1f-se,super-rod,krabby,krabby,40,40,,
30986,crystal,whirl-islands,1f-se,super-rod,horsea,horsea,40,30,,
30991,crystal,whirl-islands,1f-se,super-rod,kingler,kingler,40,20,,
30996,crystal,whirl-islands,1f-se,super-rod,seadra,seadra,40,10,,
31001,crystal,whirl-islands,1f-se,surf,tentacool,tentacool,20-24,60,,
31006,crystal,whirl-islands,1f-se,surf,horsea,horsea,15-19,30,,
31011,crystal,whirl-islands,1f-se,surf,tentacruel,tentacruel,20-24,10,,
31016,crystal,whirl-islands,1f-sw,walk,krabby,krabby,22,50,time/time-night,
31021,crystal,whirl-islands,1f-sw,walk,krabby,krabby,22-24,40,time/time-morning,
31026,crystal,whirl-islands,1f-sw,walk,krabby,krabby,22-24,40,time/time-day,
31031,crystal,whirl-islands,1f-sw,walk,zubat,zubat,23,30,time/time-night,
31036,crystal,whirl-islands,1f-sw,walk,zubat,zubat,23,30,time/time-day,
31041,crystal,whirl-islands,1f-sw,walk,zubat,zubat,23,30,time/time-morning,
31046,crystal,whirl-islands,1f-sw,walk,seel,seel,22-24,25,time/time-day,
31051,crystal,whirl-islands,1f-sw,walk,seel,seel,22-24,25,time/time-morning,
31056,crystal,whirl-islands,1f-sw,walk,seel,seel,24,15,time/time-night,
31061,crystal,whirl-islands,1f-sw,walk,golbat,golbat,25,5,time/time-morning,
31066,crystal,whirl-islands,1f-sw,walk,golbat,golbat,23,5,time/time-night,
31071,crystal,whirl-islands,1f-sw,walk,golbat,golbat,25,5,time/time-day,
31076,crystal,whirl-islands,1f-sw,old-rod,magikarp,magikarp,10,85,,
